Depthm,T_degC,Salnty,O2ml_L
808,4.46,34.38,0.38
900,4.19,34.414,0.53
1000,3.94,34.446,0.73
1013,3.91,34.45,0.76
1100,3.67,34.467,0.94
1200,3.4,34.487,1.14
1214,3.36,34.49,1.17
0,14.6,33.4,5.72
10,14.59,33.4,4.4
20,14.3,33.358,4.44
24,14.07,33.31,4.46
30,13.19,33.354,4.23
50,10.18,33.631,3.36
53,9.72,33.69,3.21
75,9.14,33.76,3.01
78,9.06,33.77,2.99
100,8.64,33.847,2.37
107,8.53,33.87,2.17
125,8.3,33.909,2.11
150,8.02,33.949,2.02
159,7.93,33.96,1.99
200,7.43,34.02,1.59
211,7.3,NA,1.47
250,6.93,34.078,1.22
300,6.5,34.121,0.99
313,6.39,34.13,0.95
400,5.55,34.152,0.7
420,5.39,34.16,0.65
500,5.29,34.281,0.31
523,5.26,34.31,0.24
600,5.02,34.338,0.31
627,4.92,34.34,0.36
700,4.65,34.354,0.39
800,4.29,34.376,0.42
818,4.23,34.38,0.42
900,4.01,34.415,0.49
1000,3.77,34.458,0.58
1027,3.71,34.47,0.61
1100,3.56,34.488,0.68
1200,3.36,34.512,0.77
1230,3.3,34.52,0.8
0,14.49,33.08,5.95
10,14.52,33.04,5.72
20,14.51,33.04,5.68
25,14.51,33.04,5.66
30,13.82,32.988,5.64
50,10.74,32.919,5.58
54,10.07,32.9,5.57
75,9.24,33.145,4.83
78,9.22,33.19,4.71
100,9.03,33.532,4.6
106,9.02,33.62,3.41
125,8.81,33.78,4.48
150,8.45,33.896,4.36
157,8.34,33.91,4.33
200,7.53,33.944,3.9
207,7.4,33.95,3.82
250,6.76,33.952,3.12
300,6.19,33.959,2.28
308,6.12,33.96,2.14
400,5.63,34.088,1.14
413,5.6,34.11,1.04
500,5.41,34.235,0.57
513,5.38,34.25,0.53
600,5.01,34.287,0.43
614,4.94,34.29,0.41
700,4.59,34.33,0.41
800,4.24,34.375,0.42
811,4.2,34.38,0.42
900,3.96,34.412,0.51
1000,3.72,34.446,0.62
1012,3.69,34.45,0.64
1100,3.49,34.481,0.72
1200,3.26,34.516,0.82
1211,3.24,34.52,0.83
0,15.24,32.97,5.3
10,15.31,32.92,5.58
20,15.27,32.941,5.47
24,15.26,32.95,5.39
30,14.9,32.952,5.46
50,13.09,32.924,5.71
52,12.86,32.92,5.74
74,10.55,32.83,5.39
75,10.5,32.842,5.36
100,9.75,33.103,4.68
102,9.74,NA,4.63
125,9.25,33.302,4.39
150,8.84,33.44,4.18
196,8.28,33.78,3.14
200,8.23,33.797,3.09
250,7.57,33.954,2.56
287,7.09,34,2.32
300,6.92,34.018,2.17
382,6.03,34.09,1.28
400,5.93,34.098,1.15
473,5.6,34.13,0.77
500,5.42,34.156,0.66
565,5,34.23,0.47
600,4.87,34.27,0.45
700,4.6,34.365,0.4
748,4.52,34.4,0.37
800,4.37,34.417,0.42
900,4.08,34.431,0.54
936,3.98,34.43,0.59
1000,3.83,34.43,0.64
1100,3.6,34.43,0.71
1128,3.54,34.43,0.73
0,16.31,33.04,4.77
10,16.31,33.01,4.82
20,15.95,33.029,4.96
24,15.76,33.04,5.03
30,15.56,33.03,5.16
50,14.74,32.977,5.52
52,14.64,32.97,5.55
74,13.06,32.97,5.54
75,13,32.97,5.51
100,11.79,32.97,4.76
101,11.75,32.97,4.73
125,10.7,33.108,4.57
150,9.78,33.33,4.42
198,8.6,33.82,2.86
200,8.57,33.832,2.81
250,8,34.056,1.88
295,7.76,34.13,1.4
300,7.73,34.14,1.36
398,7.2,34.25,0.82
400,7.18,34.25,0.81
497,6.34,34.25,0.59
500,6.32,34.251,0.58
598,5.78,34.29,0.39
600,5.77,34.291,0.39
700,5.22,34.336,0.36
798,4.73,34.38,0.33
800,4.72,34.381,0.33
900,4.33,34.418,0.45
1000,4.01,34.449,0.6
1003,4,34.45,0.6
1100,3.73,34.469,0.65
1200,3.45,34.489,0.71
1204,3.44,34.49,0.71
0,16.81,33.12,4.86
10,16.85,33.13,5.43
20,16.83,33.123,5.5
25,16.82,33.12,5.54
30,16.48,33.123,5.65
50,14.63,33.167,6.03
55,14.04,33.19,6.11
75,12.22,33.281,5.89
80,11.8,33.3,5.84
100,10.57,33.272,5.27
110,10.1,33.26,4.9
125,9.61,33.371,4.13
150,9.04,33.595,2.84
165,8.85,33.75,2.05
200,8.36,33.932,1.82
220,8.13,34,2.57
250,7.73,34.039,1.49
300,7.12,34.03,1.16
328,6.8,34.04,0.98
400,6.18,34.084,1.03
439,5.87,34.11,1.09
500,5.25,34.15,0.99
545,4.84,34.18,0.87
600,4.6,34.207,0.72
651,4.46,34.23,0.6
700,4.31,34.264,0.59
800,4.03,34.336,0.57
860,3.89,34.38,0.56
900,3.8,34.407,0.58
1000,3.6,34.462,0.62
1071,3.46,34.49,0.65
1100,3.4,34.49,0.71
1200,3.19,34.49,0.9
1275,3.04,34.49,1.04
0,16.61,33.17,3.55
10,16.62,33.13,4.24
20,16.62,33.13,4.84
24,16.62,33.13,5.03
30,16.14,33.111,5.06
48,14.36,33.06,5.15
50,14.25,33.06,5.17
73,13.04,33.03,5.3
75,12.89,33.016,5.29
96,11.24,32.88,5.18
100,10.94,32.868,5.18
125,9.39,32.891,5.15
147,8.44,33.04,5.12
150,8.42,33.088,5.05
192,8.14,33.69,3.97
200,8.06,33.748,3.89
250,7.48,33.965,3.5
278,7.11,33.98,3.38
300,6.84,34.012,3.03
370,6.02,34.05,1.91
400,5.7,34.045,1.63
457,5.2,34.04,1.24
500,4.98,34.074,1.01
551,4.8,34.13,0.79
600,4.66,34.186,0.62
700,4.42,34.293,0.4
738,4.34,34.33,0.36
800,4.17,34.363,0.39
900,3.89,34.416,0.51
925,3.82,34.43,0.55
1000,3.63,NA,0.64
1100,3.38,NA,0.76
1122,3.32,34.34,0.79
0,16.36,33.1,4.58
9,16.39,33.06,4.79
10,16.39,33.06,4.79
20,16.37,33.06,4.77
23,16.37,33.06,4.76
30,16.27,33.059,4.9
46,15.68,33.08,5.3
50,15.4,33.11,5.34
74,13.23,33.3,5.55
75,13.12,33.302,5.53
100,10.61,33.347,4.78
102,10.42,33.35,4.71
125,9.93,33.609,4.5
150,9.41,33.802,4.33
200,8.35,33.893,4.16
203,8.29,33.91,4.16
250,7.67,34.027,3.02
300,7.15,34.088,1.78
304,7.12,34.09,1.68
400,6.24,34.139,0.95
402,6.22,34.14,0.95
500,5.6,34.267,0.68
502,5.59,34.27,0.68
600,4.85,34.28,0.53
700,4.2,34.29,0.47
701,4.19,34.29,0.47
800,3.94,34.346,0.5
900,3.8,34.406,0.52
937,3.77,34.43,0.53
1000,3.61,34.454,0.55
1100,3.36,34.494,0.58
1140,3.26,34.51,0.59
0,16.89,32.94,5.68
10,16.91,32.97,5.72
20,16.93,32.97,5.56
24,16.94,32.97,5.5
30,16.52,33.009,5.61
48,14.81,33.12,6.06
50,14.64,33.114,6.07
72,13.05,33.01,6.16
75,12.9,33.003,6.1
96,11.92,32.97,5.6
100,11.64,32.955,5.59
125,10.06,32.937,5.52
145,8.96,33.01,5.47
150,8.91,33.081,5.41
188,8.56,33.57,4.89
200,8.46,33.664,4.84
250,7.99,33.919,4.54
271,7.76,33.96,4.37
300,7.3,34.007,3.61
358,6.38,34.04,2.09
400,5.89,34.057,1.74
442,5.5,34.07,1.59
500,5.08,34.106,1.19
532,4.89,34.13,0.98
600,4.57,34.189,0.68
700,4.24,34.279,0.42
712,4.21,34.29,0.4
800,4,34.36,0.39
895,3.82,34.42,0.37
900,3.81,34.421,0.38
1000,3.61,34.447,0.52
1091,3.42,34.47,0.65
0,16.06,33.06,3.48
9,16.07,33.01,4.77
10,16.07,33.01,4.83
20,16.07,33.041,5.42
23,16.07,33.06,5.6
30,15.96,33.045,5.66
50,15.01,32.947,5.85
51,14.94,32.94,5.28
74,12.35,32.86,6.07
75,12.27,32.867,6.06
100,10.86,33.013,5.91
102,10.79,33.86,5.3
125,10.16,33.09,5.77
150,9.75,33.101,5.62
151,9.74,33.1,5.61
200,8.74,33.6,3.89
250,8.04,33.905,2.87
300,7.55,34.07,2.24
400,6.88,34.16,1.23
403,6.86,34.16,1.21
500,5.96,34.219,0.76
502,5.94,34.22,0.75
600,5.33,34.26,0.48
601,5.32,34.26,0.48
700,4.68,34.299,0.43
798,4.13,34.34,0.38
800,4.12,34.341,0.38
900,3.82,34.384,0.43
1000,3.61,34.43,0.48
1001,3.61,34.43,0.48
1100,3.41,34.485,0.63
1199,3.22,34.54,0.78
0,16.28,33.08,5.24
9,16.31,33.08,5.41
10,16.31,33.08,5.41
20,16.28,33.08,5.44
22,16.28,33.08,5.44
30,16.09,33.109,5.41
50,15.6,33.04,5.32
72,13.74,32.97,5.05
75,13.47,32.947,5.04
98,11.64,32.83,5.44
100,11.55,32.841,4.99
125,10.56,33.032,4.92
143,10.06,33.22,4.87
150,9.73,33.258,4.77
187,8.14,33.44,4.16
200,7.88,33.526,3.97
250,7.26,33.817,3.3
274,7.18,33.93,3
300,6.89,33.974,2.67
364,6.2,34,1.95
400,5.86,34.018,1.64
451,5.42,34.04,1.3
500,5.01,34.066,1.12
539,4.72,34.09,1.03
600,4.42,34.134,0.83
700,4.13,34.208,0.57
716,4.1,34.22,0.54
800,4.02,34.272,0.54
900,3.94,34.328,0.54
903,3.94,34.33,0.54
1000,3.67,34.381,0.56
1090,3.41,34.43,0.58
0,14.41,33.17,5.66
10,14.42,33.16,5.79
20,14.4,33.153,5.74
25,14.39,33.15,5.69
30,14.05,33.139,5.7
50,12.24,33.125,5.75
55,11.68,33.12,5.76
75,10.04,33.169,5.26
80,9.69,33.19,5.09
100,8.75,33.317,4.43
110,8.45,33.39,4.1
125,8.33,33.537,3.71
150,8.12,33.725,3.17
164,8.01,33.8,2.91
200,7.47,33.879,2.41
217,7.21,33.89,3.02
250,6.89,33.929,1.88
300,6.52,33.981,1.54
322,6.39,34,1.45
400,5.87,34.098,1
432,5.64,34.13,0.88
500,4.88,34.136,0.77
537,4.52,34.14,0.74
600,4.48,34.21,0.58
642,4.45,34.25,0.48
700,4.34,34.295,0.45
800,4.11,34.357,0.41
849,3.98,34.38,0.39
900,3.86,34.402,0.4
1000,3.62,34.436,0.47
1060,3.48,34.45,0.53
1100,3.4,34.454,0.6
1200,3.19,34.464,0.79
1264,3.06,34.47,0.91
0,13.13,33.44,5.3
10,13.15,33.44,5.64
20,13.15,33.413,5.63
25,13.15,33.4,5.62
30,12.52,33.345,5.47
50,9.74,33.283,4.84
55,8.98,33.26,NA
75,8.44,33.534,3.98
79,8.33,33.57,3.84
100,8.07,33.662,3.73
108,8.02,33.68,3.7
125,7.96,33.795,3.28
150,7.87,33.954,2.62
161,7.84,34.02,2.31
200,7.41,34.057,1.95
214,7.24,34.07,1.88
250,6.91,34.1,1.59
300,6.5,34.132,1.22
319,6.35,34.14,1.1
400,5.61,34.14,0.78
430,5.37,34.14,0.7
500,5.09,34.192,0.51
537,4.99,34.23,0.44
600,4.79,34.309,0.37
644,4.66,34.36,0.35
700,4.5,34.381,0.36
800,4.23,34.4,0.37
840,4.12,34.4,0.37
900,3.95,34.432,0.43
1000,3.67,34.485,0.55
1047,3.55,34.51,0.61
1100,3.43,34.518,0.66
1200,3.21,34.532,0.75
1248,3.1,34.54,0.79
0,13.16,33.35,5.99
10,13.25,33.31,5.95
20,11.44,33.418,5.54
24,10.58,33.49,5.34
30,10.35,33.528,5.1
50,9.58,33.66,4.42
53,9.46,33.68,4.34
75,9.18,33.748,3.88
76,9.17,33.75,3.86
100,8.44,33.827,3.09
104,8.31,33.84,2.96
125,8.06,33.911,2.65
150,7.89,33.979,2.44
155,7.88,33.99,2.42
200,7.29,34.019,2
207,7.2,34.02,2.67
250,6.9,34.067,1.61
300,6.61,34.119,1.3
310,6.56,34.13,1.25
400,5.66,34.174,0.94
417,5.5,34.18,0.9
500,5.05,34.219,0.59
519,4.97,34.23,0.54
600,4.56,34.316,0.56
622,4.46,34.34,0.57
700,4.23,34.385,0.5
800,4.01,34.424,0.43
824,3.97,34.43,0.41
900,3.82,34.465,0.46
1000,3.62,34.508,0.57
1029,3.57,34.52,0.61
1100,3.43,34.541,0.68
1200,3.24,34.571,0.79
1230,3.18,34.58,0.82
0,11.93,33.5,5.45
10,11.6,33.39,5.47
20,11.16,33.464,5.34
25,10.91,33.53,5.21
30,10.6,33.576,4.98
50,9.44,33.72,3.91
74,8.67,33.75,2.88
75,8.66,33.754,2.86
99,8.49,33.87,2.48
100,8.48,33.875,2.46
125,8.29,33.976,2.12
150,8.07,34.048,1.84
151,8.06,34.05,1.83
198,7.58,34.07,1.49
200,7.57,34.071,1.48
250,7.23,34.103,1.24
292,7,34.13,1.09
300,6.95,34.134,1.06
390,6.38,34.18,0.76
400,6.31,34.188,0.75
483,5.78,34.25,0.65
500,5.68,34.254,0.61
581,5.26,34.27,0.44
600,5.19,34.284,0.43
700,4.89,34.357,0.36
774,4.72,34.41,0.31
800,4.65,34.414,0.32
900,4.37,34.422,0.36
966,4.18,34.42,0.41
1000,4.08,34.428,0.43
1100,3.78,34.453,0.5
1168,3.58,34.47,0.54
0,13.92,33.4,5.37
10,12.14,33.4,5.03
20,10.48,33.336,4.68
25,9.81,33.32,4.49
30,9.69,33.423,4.24
49,9.21,33.71,3.35
50,9.19,33.72,3.32
73,8.86,33.87,2.77
75,8.85,33.877,2.74
97,8.73,33.93,2.52
100,8.71,33.935,2.49
125,8.53,33.968,2.29
149,8.33,33.99,2.12
150,8.32,33.991,2.11
196,7.96,34.05,1.83
200,7.93,34.054,1.81
250,7.53,34.101,1.63
290,7.21,34.13,1.5
300,7.13,34.136,1.45
390,6.45,34.18,0.97
400,6.39,34.182,0.93
485,5.96,34.2,0.65
500,5.89,34.207,0.62
586,5.48,34.25,0.51
600,5.41,34.254,0.49
683,5.03,34.28,0.4
700,4.99,34.288,0.4
786,4.82,34.33,0.42
800,4.78,34.337,0.41
886,4.5,34.38,0.37
0,11.05,33.64,5.09
10,10.83,33.62,4.86
20,10.52,33.654,4.42
25,10.33,33.68,4.18
30,10.09,33.701,4.06
50,9.14,33.78,3.57
75,8.47,33.84,2.2
99,8.34,33.91,1.77
100,8.33,33.913,1.77
125,8.17,33.97,1.66
150,7.99,34.017,1.55
152,7.98,34.02,1.54
200,7.7,34.09,1.53
0,11.63,33.35,5.78
8,11.6,33.35,5.71
10,11.54,33.368,5.83
20,11.21,33.478,6.51
21,11.17,33.49,6.58
30,11.11,33.519,6.36
46,10.78,33.53,5.96
50,10.44,33.546,5.57
66,9.06,33.62,3.91
75,8.9,33.628,3.69
89,8.64,33.64,4.2
100,8.49,33.713,3.06
125,8.19,33.895,2.44
127,8.17,33.91,2.39
150,7.91,33.967,2.12
165,7.76,33.98,2
200,7.45,33.993,1.79
240,7.13,34,1.61
250,7.04,34.015,1.55
300,6.62,34.094,1.28
321,6.45,34.13,1.16
399,5.85,NA,0.75
400,5.84,34.154,0.75
479,5.42,34.16,0.52
500,5.35,34.184,0.49
600,5.04,34.296,0.38
642,4.94,34.34,0.37
700,4.73,34.343,0.35
800,4.37,34.333,0.32
817,4.31,34.33,0.31
900,4.07,34.37,0.41
1000,3.78,34.42,0.52
0,12.64,32.79,5.62
10,12.7,32.77,5.44
20,12.64,32.757,5.53
25,12.61,32.75,5.6
30,12.19,32.748,5.59
50,10.26,32.79,5.43
75,9.5,32.88,5.2
99,9.33,33.01,5.4
100,9.3,33.014,5.12
125,8.53,33.153,4.9
150,7.79,33.344,4.55
153,7.7,33.37,4.5
200,7.96,33.949,2.77
201,7.97,33.96,2.73
250,7.45,33.964,2.49
295,6.74,33.93,2.27
300,6.69,33.932,2.23
394,5.82,34,1.48
400,5.77,34.007,1.44
488,5.11,34.11,0.95
500,5.05,34.115,0.9
587,4.75,34.14,0.58
600,4.71,34.151,0.54
700,4.38,34.236,0.3
784,4.14,34.31,0.21
800,4.1,34.315,0.22
900,3.86,34.342,0.31
980,3.69,34.36,0.43
1000,3.65,34.373,0.45
1100,3.43,34.436,0.55
1183,3.25,34.49,0.64
0,10.16,33.24,6.23
10,10.22,33.3,6.16
20,10.48,33.476,5.92
25,10.53,33.57,5.74
30,10.17,33.619,5.48
50,8.5,33.73,4.31
63,8.21,NA,3.63
74,7.91,33.75,3.38
75,7.91,33.76,3.33
98,7.95,33.95,2.33
100,7.94,33.95,2.31
111,7.9,33.95,2.2
0,10.48,32.72,5.51
10,9.83,32.66,4.92
20,9.72,32.786,5.25
25,9.69,32.86,5.51
30,9.35,32.843,5.42
49,8,32.77,5.09
50,7.99,32.782,5.06
73,7.75,33.08,4.36
75,7.77,33.11,4.31
98,8.04,33.44,3.85
100,8.04,33.458,3.82
125,7.93,33.649,3.48
150,7.73,33.78,3.17
200,7.03,33.871,2.68
201,7.01,33.87,2.67
250,6.58,33.96,2.02
286,6.29,34,1.59
300,6.2,34.017,1.47
389,5.63,34.09,0.98
400,5.54,34.09,0.96
498,4.76,34.09,0.84
500,4.75,34.091,0.83
600,4.46,34.174,0.57
695,4.34,34.27,0.35
700,4.33,34.274,0.35
800,4.07,34.343,0.42
900,3.81,34.393,0.49
917,3.76,34.4,0.5
1000,3.57,34.408,0.54
1100,3.34,34.418,0.6
1122,3.29,34.42,0.61
0,13.03,32.75,6.15
10,13.19,32.74,NA
20,13.16,32.74,6.02
25,13.15,32.74,5.99
30,13.13,32.742,6.03
49,13.06,32.75,NA
50,12.98,32.744,6.14
74,10.98,32.74,6.19
75,10.95,32.758,6.18
98,10.47,33.21,5.76
100,10.36,33.224,5.7
125,9.03,33.358,4.97
150,7.81,33.419,4.22
151,7.76,33.42,NA
198,7.96,33.87,2.71
200,7.95,33.878,2.67
250,7.61,33.943,1.74
291,7.15,34,NA
300,7.05,34.007,1.06
388,6.16,34.07,0.45
400,6.1,34.084,0.46
482,5.68,34.16,NA
500,5.52,34.16,0.53
579,4.82,34.16,0.58
600,4.72,34.169,0.55
700,4.34,34.222,0.42
772,4.21,34.27,0.31
800,4.14,34.287,0.33
900,3.88,34.344,0.41
966,3.72,34.38,NA
1000,3.63,34.395,0.48
1100,3.38,34.439,0.56
1169,3.2,34.47,0.61
0,13.9,32.75,5.73
10,13.89,32.75,NA
20,13.95,32.743,5.35
25,13.98,32.74,5.25
30,13.93,32.742,5.23
50,13.72,32.748,5.17
54,13.68,32.75,5.16
75,11.2,32.779,5.61
78,10.83,32.79,5.68
100,9.86,32.826,5.45
107,9.73,32.84,NA
125,9.34,32.955,5.19
150,8.98,33.162,4.92
160,8.89,33.26,4.82
200,8.47,33.652,4.04
213,8.36,33.77,NA
250,8,33.944,3.06
300,7.54,34.061,2.08
318,7.38,34.07,1.73
400,6.77,34.1,1
428,6.58,34.11,NA
500,6.01,34.141,0.52
533,5.78,34.16,0.46
600,5.52,34.217,0.46
639,5.4,34.25,NA
700,5.11,34.279,0.46
800,4.63,34.317,0.47
846,4.41,34.33,NA
900,4.22,34.355,0.47
1000,3.9,34.398,0.47
1056,3.75,34.42,0.47
1100,3.63,34.43,NA
1200,3.35,34.455,NA
1260,3.19,34.47,NA
0,12.49,32.74,6.75
10,12.34,32.74,5.74
20,11.52,32.757,5.93
24,11.13,NA,6
30,10.59,32.804,5.95
50,9.45,32.986,5.69
52,9.39,33.01,5.66
75,10.22,33.317,5.93
76,10.26,33.33,5.93
100,9.14,33.507,4.67
104,8.89,33.53,4.41
125,8.46,33.644,3.72
150,8.22,33.754,3.16
157,8.21,33.78,3.05
200,7.79,33.954,2.32
208,7.72,33.98,2.21
250,7.28,34.032,1.81
300,6.76,34.036,1.52
306,6.7,34.04,1.5
400,5.79,34.072,1.14
407,5.73,NA,1.12
500,5.33,34.109,0.77
504,5.32,34.11,0.76
600,4.83,34.178,0.52
602,4.82,34.18,0.52
700,4.49,34.239,0.43
792,4.24,34.29,0.34
800,4.21,34.295,0.34
900,3.91,34.355,0.44
983,3.68,34.4,0.56
1000,3.64,34.406,0.58
1100,3.42,34.443,0.71
1172,3.26,34.47,0.81
0,15.76,32.94,5.07
10,15.79,32.94,4.9
20,15.72,32.948,4.75
25,NA,32.92,4.71
30,15.65,32.955,4.79
49,15.53,32.97,5.17
50,15.37,32.968,5.17
72,11.78,32.99,5.2
75,11.47,32.994,5.2
96,9.9,33.06,5.24
100,9.73,33.108,5.11
125,8.94,33.423,4.14
145,8.69,33.69,3.21
150,8.6,33.726,3.08
189,8.01,33.91,2.31
200,7.86,33.94,2.19
250,7.26,34.031,1.82
277,6.97,34.05,1.74
300,6.73,34.058,1.61
370,6.08,33.89,1.22
400,5.81,34.115,1.05
459,5.37,34.16,0.76
500,5.18,34.259,0.63
553,4.99,34.38,0.52
600,4.84,34.373,0.48
700,4.56,34.362,0.38
738,4.46,34.36,0.35
800,4.27,34.375,0.47
900,3.96,34.417,0.67
924,3.88,34.43,0.72
1000,3.63,34.487,0.66
1100,3.31,34.562,0.59
1123,3.23,34.58,0.57
0,15.7,32.84,5.62
10,15.71,32.92,5.79
20,15.35,32.92,5.67
25,NA,32.92,5.58
30,14.87,32.926,5.6
50,13.58,32.95,5.75
74,12.18,32.92,5.73
75,12.08,32.924,5.71
98,9.9,33.1,5.19
100,9.79,33.116,5.18
125,8.8,33.316,5.07
150,8.43,33.497,4.93
152,8.43,33.51,4.92
200,7.78,33.834,3.35
201,7.77,33.84,3.31
250,7.24,33.991,2.54
298,6.8,34.05,2.15
300,6.78,34.052,2.13
400,6,34.13,1.16
498,5.55,34.2,0.66
500,5.54,34.201,0.65
600,4.99,34.272,0.42
624,4.87,34.29,0.39
700,4.61,34.363,0.36
784,4.38,34.43,0.32
800,4.34,34.429,0.33
900,4.06,34.423,0.42
979,3.84,34.42,0.48
0,15.8,32.83,4.83
10,15.84,32.86,4.64
20,15.82,32.847,4.8
25,15.81,32.84,4.93
30,15.51,32.86,4.95
50,13.96,32.95,5.03
75,12.64,32.88,4.76
100,10.73,32.99,5.01
125,9.42,33.177,4.14
150,8.57,33.386,3.77
154,8.48,33.42,3.71
200,7.96,33.758,2.89
202,7.95,33.77,2.86
250,7.39,33.924,2.46
296,6.91,33.98,2.18
300,6.88,33.984,2.13
396,6.24,34.06,0.99
400,6.21,34.064,0.97
490,5.62,34.16,0.71
500,5.57,34.17,0.68
590,5.16,34.25,0.42
600,5.12,34.256,0.42
700,4.73,34.314,0.38
788,4.42,NA,0.34
800,4.38,34.358,0.34
900,4.02,34.387,0.4
985,3.74,34.4,0.48
1000,3.7,34.402,0.49
1100,3.44,34.416,0.58
1189,3.2,34.43,0.66
0,17.03,NA,5.56
10,16.74,32.97,5.75
20,16.57,32.91,5.82
25,16.49,32.88,5.22
30,15.89,32.851,5.89
50,13.04,32.81,6.02
74,11.15,32.84,5.64
75,11.08,32.849,5.63
99,9.73,33.12,5.43
100,9.68,33.128,5.41
125,8.73,33.322,4.88
150,8.11,33.479,4.25
152,8.08,33.49,4.2
200,7.62,33.82,3.24
250,7.12,33.943,2.81
295,6.66,33.96,2.58
300,6.6,33.961,2.53
396,5.6,33.98,1.54
400,5.58,33.986,1.5
491,5.19,34.11,0.79
500,5.15,34.113,0.75
592,4.74,34.13,0.51
600,4.71,34.138,0.5
700,4.39,34.237,0.42
790,4.15,34.33,0.35
800,4.12,34.332,0.35
900,3.82,34.351,0.4
984,3.58,34.36,0.48
1000,3.55,34.37,0.5
1100,3.33,34.434,0.63
1187,3.14,34.49,0.75
0,17.84,32.94,4.61
10,17.42,32.97,4.81
20,17.25,32.97,4.61
25,17.16,32.97,4.49
30,16.4,32.929,4.58
49,13.24,32.83,5.13
50,13.18,32.83,5.14
74,12.31,32.83,5.41
75,12.23,32.841,5.39
98,10.36,33.17,4.75
100,10.23,33.19,4.7
125,8.93,33.408,4.12
150,8.15,33.561,3.56
152,8.11,33.57,3.52
199,7.68,33.87,2.34
200,7.67,33.874,2.33
250,7.16,34.023,1.82
292,6.74,34.07,1.65
300,6.66,34.074,1.6
389,5.9,34.09,1.04
400,5.83,34.097,0.95
482,5.36,34.16,0.38
500,5.25,34.173,0.38
581,4.76,34.23,0.39
600,4.66,34.241,0.39
700,4.19,34.299,0.37
776,3.9,34.34,0.36
800,3.83,34.355,0.37
900,3.57,34.413,0.4
972,3.43,34.45,0.42
1000,3.38,34.458,0.46
1100,3.2,34.488,0.6
1175,3.06,34.51,0.71
0,16.14,32.7,5.71
10,16.15,32.74,5.77
20,15.88,32.717,5.82
24,15.64,32.7,5.54
30,14.79,32.692,5.85
48,11.92,32.72,5.89
50,11.73,32.717,5.89
73,10.11,32.66,5.9
75,9.99,32.66,5.87
97,8.87,32.66,5.44
100,8.76,32.681,5.39
125,8.03,32.904,5.01
149,7.65,33.19,4.73
150,7.64,33.201,4.72
195,7.32,33.64,4.43
200,7.29,33.672,4.34
250,6.94,33.907,3.32
286,6.68,33.98,2.52
300,6.55,33.995,2.31
382,5.84,34.02,1.55
400,5.73,34.033,1.56
474,5.32,34.09,1.58
500,5.14,34.109,1.33
571,4.67,34.16,0.58
600,4.56,34.182,0.56
700,4.27,34.251,0.5
762,4.15,34.29,0.46
800,4.03,34.309,0.42
900,3.73,34.355,0.36
955,3.57,34.38,0.35
1000,3.48,34.404,0.41
1100,3.28,34.459,0.54
1157,3.16,34.49,0.61
0,15.55,32.5,4.79
10,15.56,32.47,5.26
20,15.55,32.47,5.23
24,15.54,32.47,2.72
30,14.96,32.454,5.19
50,12.83,32.444,5.13
52,NA,32.75,5.12
75,9.68,32.56,5.03
100,8.54,32.706,4.83
102,8.48,32.72,4.81
125,8.18,33.019,4.33
150,7.86,33.37,0.69
196,7.79,33.77,2.65
200,7.76,33.793,2.59
250,7.27,34.001,1.97
290,6.78,34.07,1.7
300,6.68,34.077,1.7
387,5.86,34.09,1.69
400,5.76,34.097,1.69
481,5.25,34.16,1.72
500,5.15,34.182,1.47
575,4.83,34.27,0.41
600,4.74,34.29,0.4
700,4.41,34.353,0.37
762,4.23,34.38,0.35
800,4.12,34.4,0.36
900,3.83,34.448,0.39
955,3.68,34.47,0.42
1000,3.57,34.481,0.43
1100,3.34,34.507,0.45
1149,3.22,34.52,0.46
0,15.62,32.79,5.23
10,15.66,32.79,5.14
20,15.65,32.79,5.26
24,15.64,32.79,5.33
30,15.56,32.781,5.32
50,15.28,32.753,5.3
52,15.25,32.75,5.3
75,11.03,32.75,5.28
76,10.83,32.75,5.28
100,9.09,32.781,5.43
104,8.96,32.79,5.44
125,8.65,33.089,4.88
150,8.27,33.425,3.99
155,8.2,33.49,3.78
200,7.56,33.903,2.71
204,7.51,33.93,2.64
250,7.01,33.964,2.19
300,6.55,34.017,1.98
302,6.53,34.02,1.98
400,5.64,34.088,1.35
404,5.61,34.09,1.33
500,5.2,34.13,0.88
501,5.2,34.13,0.88
599,4.62,34.2,0.46
600,4.62,34.201,0.46
700,4.24,34.296,0.39
794,3.97,34.38,0.32
800,3.95,34.384,0.32
900,3.61,34.435,0.37
999,3.32,34.47,0.46
1000,3.32,34.47,0.46
1100,3.14,34.495,0.57
1200,2.96,34.52,0.68
1202,2.96,34.52,0.68
0,15.63,32.34,4.89
10,15.65,32.32,4.96
20,15.37,32.456,4.97
25,15.12,32.54,4.98
30,14.74,32.582,5.1
49,12.96,32.68,5.54
50,12.86,32.683,5.54
74,10.6,32.75,5.32
75,10.53,32.753,5.31
98,9.34,32.84,5.15
100,9.28,32.853,5.12
125,8.69,33.049,4.65
150,8.43,33.289,4.08
151,8.43,33.3,4.05
199,7.94,33.8,3.02
200,7.93,33.806,3
250,7.39,34.004,2.32
291,6.97,34.05,1.95
300,6.88,34.059,1.89
388,7.98,34.11,1.43
400,6.05,34.127,1.37
480,5.55,34.13,1
500,5.47,34.143,0.93
576,5.18,34.2,0.72
600,5.03,34.224,0.66
